base_btc_allocation,buy_tiers,sell_tiers,median_value,mean_value,std_value,cagr,max_value,min_value,percentile_25,percentile_75,median_improvement,mean_improvement,cagr_improvement,sharpe_ratio,win_rate,beat_baseline_rate
20,"[(10, 30), (20, 40), (30, 50)]","[(30, 20), (50, 30), (70, 40)]",60620.828119182515,62174.45860621692,16467.33619277512,0.20609147993393417,121063.94905514682,27409.02186100238,49839.41536461769,73138.13381572967,10.784718978468154,4.059093307639091,2.0317151974377667,0.14727792524088523,64.60000000000001,64.60000000000001
20,"[(5, 15), (15, 25), (25, 35)]","[(20, 25), (40, 35), (60, 45)]",60178.51047978696,62061.157972564586,16934.591761668253,0.05943280609463919,174295.08451217297,31162.75264034902,50624.04639594104,70261.42288029652,9.976382357211236,3.8694662248571627,1.8850565235984718,0.13652377970497762,64.0,64.0
20,"[(10, 20), (20, 30), (30, 40)]","[(20, 25), (40, 35), (60, 45)]",59863.21000798757,61960.124961871115,16335.370467281226,-0.04563830208924591,158159.1280501408,28365.331945557376,50586.57492132204,70664.28619991223,9.400169935741186,3.7003710091916693,1.7799854154145867,0.1353468823249916,64.60000000000001,64.60000000000001
50,"[(10, 30), (20, 40), (30, 50)]","[(20, 15), (40, 25), (60, 35)]",59770.5561368511,63479.04742981091,28201.659779021284,-0.07659854460554394,350983.8390999884,24809.134559766877,44150.5038636094,74615.24068644475,9.23084474843196,6.242535402121537,1.7490251728982886,0.13225689415218853,56.99999999999999,56.99999999999999
30,"[(5, 15), (15, 25), (25, 35)]","[(15, 10), (30, 20), (45, 30)]",59690.110357513666,63821.52645294673,21077.668212745244,-0.10351061474571654,218894.29485141076,23578.016451239946,50541.62443868938,71611.37032399247,9.083829880219014,6.815729884603703,1.722113102758116,0.19320652143975806,62.6,62.6
30,"[(15, 25), (25, 35), (35, 45)]","[(20, 15), (40, 25), (60, 35)]",59688.70997309135,62521.07062851359,19732.72338356008,-0.10397935169249584,170472.20028148458,30398.071766415855,48139.1221967945,72228.39387352133,9.081270674092972,4.639205038054904,1.7216443658113367,0.14047159518397095,61.0,61.0
20,"[(10, 30), (20, 40), (30, 50)]","[(15, 10), (30, 20), (45, 30)]",59524.95300867648,62610.25343931024,18934.623836437007,-0.15885288079285909,143648.9443625561,27782.14896280013,49996.98886296798,71018.99605287213,8.782004401322812,4.7884670121543165,1.6667708367109735,0.15110254983273838,62.2,62.2
40,"[(5, 15), (15, 25), (25, 35)]","[(20, 15), (40, 25), (60, 35)]",59509.45704860671,64224.3417312159,23470.15830315489,-0.1640516939979575,186540.00708558934,27010.87489054523,48643.947519405745,73806.36059244521,8.75368549452306,7.489906927183737,1.661572023505875,0.1906743949448983,61.6,61.6
20,"[(15, 25), (25, 35), (35, 45)]","[(25, 30), (50, 50)]",59509.40631955482,62129.340837102056,17621.484999599357,-0.1640687151068021,201915.95260412595,30931.988870574307,50677.87794595883,70095.97607747465,8.753592787050533,3.983581365092212,1.6615550023970305,0.13507132569447527,64.60000000000001,64.60000000000001
20,"[(10, 30), (20, 40), (30, 50)]","[(20, 25), (40, 35), (60, 45)]",59507.576396324315,61530.40365621716,17846.50523301439,-0.1646827166516429,189648.46099257199,27130.41536283293,49332.412683102586,69945.6808284726,8.750248597650064,2.981162343064995,1.6609410008521897,0.09980778507946791,61.8,61.8
40,"[(20, 40), (40, 60)]","[(20, 25), (40, 35), (60, 45)]",59420.93328132416,61824.74148585285,23102.659427516213,-0.19377173554955274,267698.8504968454,22431.824449469037,46173.39269818568,71183.5965066535,8.591908082607288,3.4737846893569757,1.6318519819542798,0.0898406521060478,59.199999999999996,59.199999999999996
50,"[(10, 20), (20, 30), (30, 40)]","[(20, 25), (40, 35), (60, 45)]",59404.34999733835,63554.69437916838,23990.32440338431,-0.19934317218375242,173465.28427021048,24336.7144427273,48207.80801135419,73589.89486768973,8.56160208856022,6.369142905236008,1.6262805453200802,0.1586269038167186,59.4,59.4
80,"[(10, 20), (20, 30), (30, 40)]","[(25, 30), (50, 50)]",59403.600500459084,65584.26768633185,33188.96014259128,-0.1995950078097497,232713.22114278484,18371.599688002105,40221.196101267196,83410.37928157845,8.560232381089685,9.765964733350796,1.6260287096940829,0.1758140105553607,55.2,55.2
20,"[(20, 40), (40, 60)]","[(20, 15), (40, 25), (60, 35)]",59400.54061416084,62983.59202484055,20140.95376354578,-0.20062317506370775,195735.22094422366,27518.02647295523,49973.45145861033,71810.1078432801,8.554640431026076,5.413310003600264,1.6250005424401248,0.16058864765351016,62.4,62.4
40,"[(15, 25), (25, 35), (35, 45)]","[(15, 10), (30, 20), (45, 30)]",59288.71439390752,62258.38376435366,20752.42658114344,-0.2382275485525609,166320.14226709324,22359.36107038727,48980.46507105964,70209.6515219544,8.350277726497657,4.1995557428123735,1.5873961689512717,0.12091117426878498,61.0,61.0
30,"[(10, 30), (20, 40), (30, 50)]","[(20, 15), (40, 25), (60, 35)]",59236.12126926109,61917.192835655915,18973.371523467813,-0.25593292833753223,156203.06817801064,26433.418272115232,48886.1914607192,70446.99953761455,8.254163656219724,3.6285170963813016,1.5696907891663003,0.11426589815486844,59.0,59.0
20,"[(10, 20), (20, 30), (30, 40)]","[(25, 30), (50, 50)]",59158.44531385413,61976.61593105612,15582.815078997532,-0.2821054141538881,118397.88118499245,31494.659741840915,51325.43432338334,70058.843463988,8.112210648348793,3.7279713347855647,1.5435183033499444,0.14294159445923127,64.2,64.2
30,"[(5, 15), (15, 25), (25, 35)]","[(20, 15), (40, 25), (60, 35)]",59151.23336165883,62406.039179271145,20532.327059609248,-0.28453683626584736,239803.57454506552,28911.73577675602,48875.78052773248,71380.93351723564,8.099030787201539,4.446681153193355,1.5410868812379852,0.12939866358337893,62.6,62.6
40,"[(20, 40), (40, 60)]","[(30, 20), (50, 30), (70, 40)]",59099.23386612913,62371.050153369186,21426.31972173411,-0.30207485785428423,151907.57110060225,22772.3808756011,46850.102141480194,73982.82847013373,8.00400157565804,4.3881213137883135,1.5235488596495483,0.12236663551738171,61.199999999999996,61.199999999999996
20,"[(10, 20), (20, 30), (30, 40)]","[(30, 20), (50, 30), (70, 40)]",59045.7421504677,61688.85636519366,17555.854825029186,-0.3201290509937782,201260.303996845,28968.448254860035,50012.81435454333,70357.27210099802,7.906245327993836,3.2463587854283014,1.5054946665100544,0.11048581154404546,61.199999999999996,61.199999999999996
20,"[(5, 15), (15, 25), (25, 35)]","[(20, 15), (40, 25), (60, 35)]",58988.91889845024,62218.413398545534,15755.908074261213,-0.3393220219200632,125953.4836942962,26704.017936276417,51325.15287385756,71539.49381497246,7.802400689088207,4.1326588189242015,1.4863016955837693,0.1567177143587425,65.4,65.4
20,"[(10, 20), (20, 30), (30, 40)]","[(20, 15), (40, 25), (60, 35)]",58954.025768991414,61020.93885443519,16244.366383526756,-0.3511150708307875,134001.49903644688,26908.07070368074,49282.369144079246,70008.23577204833,7.738633405444781,2.1284899349085213,1.474508646673045,0.07828900967316293,62.0,62.0
40,"[(20, 40), (40, 60)]","[(20, 15), (40, 25), (60, 35)]",58948.895171743614,62655.383743646504,22769.228841113483,-0.35284956168650794,210397.98436365134,24175.112826696,46963.687491849574,74253.53915974191,7.72925722580613,4.863999934437935,1.4727741558173246,0.12763718378103495,58.199999999999996,58.199999999999996
20,"[(5, 15), (15, 25), (25, 35)]","[(30, 20), (50, 30), (70, 40)]",58875.54241086533,61066.539218732745,14984.511547431654,-0.37766100033516103,134651.52530033022,28838.940487992837,50568.06401252326,69413.13382386928,7.595204867032367,2.20480957917523,1.4479627171686715,0.08791449204479938,61.6,61.6
30,"[(20, 40), (40, 60)]","[(20, 25), (40, 35), (60, 45)]",58832.76434370765,59949.33350763915,17625.603246957056,-0.3921420226883243,146935.18818753702,25090.065877368354,47491.0933343339,68924.90464989265,7.517027839506635,0.3349836741227826,1.4334816948155082,0.011355640277041086,56.599999999999994,56.599999999999994
30,"[(20, 40), (40, 60)]","[(30, 20), (50, 30), (70, 40)]",58795.05042988589,63004.120086564646,22063.1934427565,-0.4049157409761861,193357.7495891682,22491.808786911533,49040.602007880356,72211.09406137854,7.448105565200061,5.447667061759815,1.4207079765276465,0.14752789968998817,59.599999999999994,59.599999999999994
50,"[(20, 40), (40, 60)]","[(25, 30), (50, 50)]",58778.973397944064,62596.530765239106,23994.869944605318,-0.4103630311860562,178116.63802618856,19801.19661845138,44974.58717175208,75143.92457025916,7.41872474806274,4.76549987977215,1.4152606863177764,0.11866483437133211,58.199999999999996,58.199999999999996
40,"[(5, 15), (15, 25), (25, 35)]","[(20, 25), (40, 35), (60, 45)]",58738.66080556566,63288.841388224406,21959.715708585856,-0.42402716321293665,199133.99321674282,23739.000063637002,48308.23719223173,72102.73425591362,7.345053382024082,5.924194580619833,1.401596554290896,0.1611886937743735,60.199999999999996,60.199999999999996
50,"[(5, 15), (15, 25), (25, 35)]","[(15, 10), (30, 20), (45, 30)]",58737.67203049254,63346.00407196798,25675.170068068677,-0.4243624071610941,244592.79020130466,24263.055358733945,46606.06834671636,74058.19910806947,7.3432463930401415,6.019865651582613,1.4012613103427385,0.14008945471174747,57.4,57.4
20,"[(20, 40), (40, 60)]","[(25, 30), (50, 50)]",58735.47147750195,61645.30214681418,18756.687806980295,-0.42510852032242585,156902.76876080772,26993.50640284095,49375.56623813598,71143.04120008626,7.339224876801858,3.173463699956051,1.4005151971814067,0.1010902707783877,62.0,62.0
30,"[(20, 40), (40, 60)]","[(25, 30), (50, 50)]",58724.584595245164,61165.16921895967,20260.5520262494,-0.42880012430583925,161116.14378686436,25795.423849965977,46369.621309317954,70578.10674403416,7.319329071535082,2.369882965041754,1.3968235931979933,0.06988880261625018,57.99999999999999,57.99999999999999
30,"[(15, 25), (25, 35), (35, 45)]","[(20, 25), (40, 35), (60, 45)]",58647.20184931573,61857.94827295618,18689.14473120929,-0.4550554223235692,152793.37839724362,27689.412590776767,49223.18853785255,70737.72811106157,7.177911904736897,3.5293616615589767,1.3705682951802634,0.11283366926544582,60.4,60.4
30,"[(15, 25), (25, 35), (35, 45)]","[(25, 30), (50, 50)]",58643.72221970747,62043.39572684164,18624.331938814248,-0.45623668160403863,170135.35802353214,27928.035560433742,49557.19869671197,71430.87277641507,7.171552872696919,3.8397382107100113,1.369387035899794,0.12318359857834697,60.199999999999996,60.199999999999996
50,"[(20, 40), (40, 60)]","[(20, 25), (40, 35), (60, 45)]",58639.872964129,62168.97824916627,24470.542524314824,-0.45754348626217967,225090.65075299557,18413.654544843386,45357.481445176134,73370.17598373412,7.164518348247675,4.049921036605668,1.368080231241653,0.09888602793587487,57.99999999999999,57.99999999999999
30,"[(5, 15), (15, 25), (25, 35)]","[(30, 20), (50, 30), (70, 40)]",58603.583229552525,62048.342017029434,18803.218224688164,-0.4698670596005372,214289.9291636246,29429.851945731865,49343.09441653262,71311.15969068898,7.0981987651671945,3.848016633774988,1.3557566579032954,0.12227473467865382,60.0,60.0
20,"[(15, 25), (25, 35), (35, 45)]","[(30, 20), (50, 30), (70, 40)]",58595.05680531431,61454.86821947676,18332.480421207492,-0.47276342014301864,245514.94785522606,30134.28404874171,49785.65841737884,69664.46042103923,7.082616702987756,2.854741474496039,1.352860297360814,0.09304167700093216,61.0,61.0
70,"[(15, 25), (25, 35), (35, 45)]","[(15, 10), (30, 20), (45, 30)]",58573.981509183155,63802.16598013228,28860.800282336113,-0.4799239826275725,235257.54462416787,15018.069015728364,43644.55907950516,76015.0299836132,7.044101545215788,6.78332697684638,1.34569973487626,0.14043208930391296,55.2,55.2
30,"[(10, 30), (20, 40), (30, 50)]","[(25, 30), (50, 50)]",58565.47817384958,61513.12202892077,19893.865515191188,-0.4828136674409844,234614.346320068,25358.039738408155,47511.58745603029,72424.56285088771,7.028561678068845,2.9522387222139868,1.3428100500628481,0.08866746033207804,57.599999999999994,57.599999999999994
30,"[(10, 20), (20, 30), (30, 40)]","[(20, 15), (40, 25), (60, 35)]",58540.307085722874,61536.27595740098,18220.00012499583,-0.49136951536524753,160744.98544611246,28328.3692480217,49507.352498303226,70054.25397569887,6.982561449912657,2.9909905965072676,1.334254202138585,0.09808410799341484,59.8,59.8
20,"[(5, 15), (15, 25), (25, 35)]","[(25, 30), (50, 50)]",58538.02847207125,61078.28211027472,14838.38987419926,-0.49214417906453534,120635.614300116,31480.67566763571,50175.107484308435,69842.05032490884,6.97839727761598,2.2244632227140815,1.3334795384392972,0.0895716195653325,64.0,64.0
20,"[(20, 40), (40, 60)]","[(30, 20), (50, 30), (70, 40)]",58535.004622508124,61527.59906524625,19399.067503901086,-0.493172238982742,182336.03780513926,23758.46349365538,48945.40550170974,71515.37468014358,6.972871184778291,2.976468402818886,1.3324514785210906,0.09167531209362284,58.599999999999994,58.599999999999994
20,"[(15, 25), (25, 35), (35, 45)]","[(15, 10), (30, 20), (45, 30)]",58517.704149737685,61578.22499913287,16589.982907642156,-0.4990549368118269,138774.65377320818,28953.37973578365,49849.38852114586,70170.8873812283,6.941254526386564,3.0611991571541974,1.3265687806920057,0.11024975202291892,61.199999999999996,61.199999999999996
40,"[(10, 20), (20, 30), (30, 40)]","[(30, 20), (50, 30), (70, 40)]",58485.22202779664,62198.00211255352,19467.898896745206,-0.5101036261861647,163008.5146984281,26393.908798818666,49037.06255445706,71069.84460425432,6.881893365170025,4.098497203991227,1.315520091317668,0.1257875145150909,60.8,60.8
20,"[(10, 30), (20, 40), (30, 50)]","[(20, 15), (40, 25), (60, 35)]",58472.00961468888,61391.848594173185,19075.73709422947,-0.5145991905876834,234777.9088883028,26688.95242129796,48289.86594019921,71002.64732718357,6.857747646304347,2.7492678569256643,1.3110245269161491,0.08611279808260941,58.8,58.8
40,"[(5, 15), (15, 25), (25, 35)]","[(15, 10), (30, 20), (45, 30)]",58467.33639873838,62510.6014770521,23611.983341921296,-0.5161894613122997,185236.8351894427,25864.27607641423,46599.32492137839,71181.83762162273,6.849207332160427,4.621683206209406,1.3094342561915329,0.11694985294388845,57.199999999999996,57.199999999999996
20,"[(20, 40), (40, 60)]","[(15, 10), (30, 20), (45, 30)]",58436.171416650264,61822.38912368512,19106.459917183773,-0.5267973412801163,181476.16015568434,27237.812449215697,48527.81912435246,71108.52082919783,6.792253247405716,3.469847627743692,1.2988263762237162,0.10850809805534307,59.0,59.0
50,"[(15, 25), (25, 35), (35, 45)]","[(30, 20), (50, 30), (70, 40)]",58435.60389067067,63897.594049816274,24776.440751778355,-0.5269905566969602,183549.9223330449,21252.452924341225,46648.098791744385,74068.68580145884,6.791216092221379,6.943041409911367,1.2986331608068724,0.16743367596161518,56.99999999999999,56.99999999999999
20,"[(5, 15), (15, 25), (25, 35)]","[(15, 10), (30, 20), (45, 30)]",58434.86268230097,61116.39036348698,15654.49830516983,-0.5272429049104965,151439.20418458976,31365.383854149313,50348.89530734149,68798.4045082904,6.789861532023355,2.2882435975770354,1.298380812593336,0.08733635785278432,63.0,63.0
40,"[(10, 20), (20, 30), (30, 40)]","[(15, 10), (30, 20), (45, 30)]",58414.451382955725,62286.84495784328,22261.843126097767,-0.5341930434787923,206015.4785114817,26041.501261169473,47444.78516008031,72209.81968358904,6.752559830081863,4.247190190387388,1.2914306740250403,0.11399152558790124,57.99999999999999,57.99999999999999
30,"[(10, 20), (20, 30), (30, 40)]","[(25, 30), (50, 50)]",58409.99585027873,62096.43414718754,19190.181144376034,-0.5357104305786842,164637.85847258603,24663.866031302314,48710.58233095142,70609.128999695,6.744417332678985,3.9285066544630793,1.2899132869251484,0.12231518983730769,60.8,60.8
30,"[(5, 15), (15, 25), (25, 35)]","[(25, 30), (50, 50)]",58342.77415433769,61650.96489646317,17889.34951236404,-0.5586148605191132,179184.4056484879,30488.737982963925,49663.271304508824,70744.37906045074,6.621569510814157,3.1829412347398125,1.2670088569847193,0.10630802409265432,60.4,60.4
50,"[(15, 25), (25, 35), (35, 45)]","[(20, 15), (40, 25), (60, 35)]",58337.96198763834,63288.88047615659,25431.98587596779,-0.56025531837397,226547.59438598284,24728.73661749227,45889.900501349846,73288.62646760358,6.612775263820082,5.924260000647183,1.2653683991298625,0.13918287765331777,56.99999999999999,56.99999999999999
40,"[(10, 30), (20, 40), (30, 50)]","[(25, 30), (50, 50)]",58326.39227145717,61162.56144791678,22496.184153420367,-0.5641998541850768,208082.40334927128,23318.316651016845,45228.33697607059,70486.72291753051,6.591631577803923,2.365518435034405,1.2614238633187558,0.06282745290387501,57.99999999999999,57.99999999999999
50,"[(10, 30), (20, 40), (30, 50)]","[(25, 30), (50, 50)]",58319.02734047365,62003.568106501814,24324.91342963544,-0.5667111523087964,212394.38439004353,20212.136767236014,45075.943849229916,73121.53552667893,6.578172147528565,3.773080194636046,1.2589125651950361,0.09267801160000842,56.599999999999994,56.599999999999994
30,"[(5, 15), (15, 25), (25, 35)]","[(20, 25), (40, 35), (60, 45)]",58252.63002363904,61018.804229347166,16145.166232295345,-0.5893628067969781,131499.50057315774,29643.77960422114,49484.5099739761,70679.17177653371,6.456830880596592,2.1249172917976535,1.2362609107068545,0.07863782345620388,62.2,62.2
50,"[(10, 30), (20, 40), (30, 50)]","[(20, 25), (40, 35), (60, 45)]",58169.453003145754,63948.09626076759,28616.41015409779,-0.6177680729108181,279007.06636720506,23733.080436439457,46561.623029962255,73292.01695204216,6.304824662161268,7.027565093742844,1.2078556445930144,0.14673094006745835,57.599999999999994,57.599999999999994
50,"[(20, 40), (40, 60)]","[(20, 15), (40, 25), (60, 35)]",58025.090611972395,62267.76041110795,25022.798661982073,-0.6671456052822711,205644.70623916393,21638.685930994394,44673.41755874634,75937.49701890814,6.041002021768477,4.2152490899100465,1.1584781122215615,0.10065128795659622,54.6,54.6
